Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
calcula pedido,Chrome 97.0.4692.71,,,2022-01-25 17:09:05,2022-01-25 17:09:35,"30,019s",PASSED
,,,,,,,
Test Cases/New Test Case,Chrome 97.0.4692.71,,,2022-01-25 17:09:05,2022-01-25 17:09:21,"15,381s",PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-25 17:09:06,2022-01-25 17:09:08,"2,359s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 97.0.4692.71,,,2022-01-25 17:09:08,2022-01-25 17:09:09,"0,988s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplaca.com.br"")",Chrome 97.0.4692.71,,,2022-01-25 17:09:09,2022-01-25 17:09:10,"0,865s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""))",Chrome 97.0.4692.71,,,2022-01-25 17:09:10,2022-01-25 17:09:10,"0,433s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 97.0.4692.71,,,2022-01-25 17:09:10,2022-01-25 17:09:11,"0,730s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/input_Senha_senha""), ""i+K1X3doZYBu6F0i+9QHbg=="")",Chrome 97.0.4692.71,,,2022-01-25 17:09:11,2022-01-25 17:09:12,"0,514s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/button_Login""))",Chrome 97.0.4692.71,,,2022-01-25 17:09:12,2022-01-25 17:09:12,"0,488s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/div_LoginNome de usurio ou endereo de email_d83c56""))",Chrome 97.0.4692.71,,,2022-01-25 17:09:12,2022-01-25 17:09:13,"0,606s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 97.0.4692.71,,,2022-01-25 17:09:13,2022-01-25 17:09:13,"0,414s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/div_Login""))",Chrome 97.0.4692.71,,,2022-01-25 17:09:13,2022-01-25 17:09:14,"0,503s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace - SFA/Page_Dataplace SFA/div_1603""))",Chrome 97.0.4692.71,,,2022-01-25 17:09:14,2022-01-25 17:09:14,"0,745s",PASSED
